archive_dir,split,annotations_path,category_id,category_name_from_coco,count
med/Smart_Medical_Wastes_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Smart_Medical_Wastes_v1i_coco/test/_annotations.coco.json,1,Medical-wastes,9
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,23,23,56
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,1,1,55
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,8,8,55
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,9,9,55
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,13,13,55
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,16,16,55
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,18,18,55
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,20,20,55
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,21,21,55
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,24,24,55
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,26,26,55
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,2,2,54
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,4,4,54
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,7,7,54
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,10,10,54
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,15,15,54
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,17,17,54
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,25,25,54
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,3,3,53
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,5,5,53
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,11,11,53
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,12,12,53
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,14,14,53
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,19,19,53
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,22,22,52
med/Surgical_Tool_Detection_2_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/train/_annotations.coco.json,6,6,50
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,1,1,7
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,2,2,6
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,3,3,6
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,5,5,6
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,11,11,6
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,17,17,6
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,22,22,6
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,24,24,6
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,4,4,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,6,6,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,7,7,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,8,8,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,9,9,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,10,10,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,12,12,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,13,13,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,14,14,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,15,15,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,16,16,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,18,18,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,19,19,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,20,20,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,21,21,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,23,23,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,25,25,5
med/Surgical_Tool_Detection_2_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/valid/_annotations.coco.json,26,26,5
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,4,4,8
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,6,6,8
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,14,14,8
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,19,19,8
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,22,22,8
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,3,3,7
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,5,5,7
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,7,7,7
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,8,8,7
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,10,10,7
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,11,11,7
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,12,12,7
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,15,15,7
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,25,25,7
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,26,26,7
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,2,2,6
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,9,9,6
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,13,13,6
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,16,16,6
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,17,17,6
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,18,18,6
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,20,20,6
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,21,21,6
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,24,24,6
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,23,23,5
med/Surgical_Tool_Detection_2_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_Tool_Detection_2_v1i_coco/test/_annotations.coco.json,1,1,4
med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco/train/_annotations.coco.json,4,Scalpel,126
med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco/train/_annotations.coco.json,5,Surgical Scissors,126
med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco/train/_annotations.coco.json,2,Forceps,123
med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco/train/_annotations.coco.json,3,Needle Holder,117
med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco/train/_annotations.coco.json,1,Clamp,114
med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco/valid/_annotations.coco.json,3,Needle Holder,5
med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco/valid/_annotations.coco.json,1,Clamp,4
med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco/valid/_annotations.coco.json,2,Forceps,2
med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco/valid/_annotations.coco.json,4,Scalpel,2
med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco/valid/_annotations.coco.json,5,Surgical Scissors,2
med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco/test/_annotations.coco.json,1,Clamp,2
med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Surgical_instruments_-_obj_det_v4-obj-det-surgical-instruments_coco/test/_annotations.coco.json,2,Forceps,1
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,44,toropi_20,300
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,3,agiclovir_800,225
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,49,zanedip,198
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,31,lipistad_10,195
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,10,augmentin,186
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,15,cepoxitil_200,186
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,48,xatral_sr_5,180
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,21,duoplavin_75,177
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,14,cefxl,165
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,33,liverbil,153
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,43,tanakan,141
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,41,siofor_1000,126
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,27,hezepril_10,117
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,36,otibsil_40,117
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,34,lostad,105
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,39,rovamycine_3,105
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,6,amlodipin_5,102
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,16,cetirizin_10,102
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,12,buscopan,99
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,29,januvia,99
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,30,levothyrox_100,99
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,35,metformin_stella,96
med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/XANH_THO_DATASET_part2_v12-data_4k_v2_coco/train/_annotations.coco.json,22,enalapril,93
